episode_id,character_id,location_id,raw_character_text,raw_location_text
2265,5669,418,Kurt Hardwick,Cabin
2265,9,418,Lisa Simpson,Cabin
2265,45,418,Ethan Foley,Cabin
2265,5669,418,Kurt Hardwick,Cabin
2265,45,418,Ethan Foley,Cabin
2265,5669,418,Kurt Hardwick,Cabin
2265,139,418,Krusty the Clown,Cabin
2265,2,418,Homer Simpson,Cabin
2265,8,418,Bart Simpson,Cabin
2265,201,418,Gendarme,Cabin
2265,2,418,Homer Simpson,Cabin
2265,201,418,Gendarme,Cabin
2265,2,418,Homer Simpson,Cabin
2265,139,418,Krusty the Clown,Cabin
2265,201,418,Gendarme,Cabin
2265,139,418,Krusty the Clown,Cabin
2265,201,418,Gendarme,Cabin
2265,139,418,Krusty the Clown,Cabin
2265,201,418,Gendarme,Cabin
2265,139,418,Krusty the Clown,Cabin
2265,201,418,Gendarme,Cabin
2265,5670,418,VAN KRUUSTEN,Cabin
2265,139,418,Krusty the Clown,Cabin
2265,45,3771,Ethan Foley,CAMP STAGE
2265,5669,3771,Kurt Hardwick,CAMP STAGE
2265,5671,3771,Flynn,CAMP STAGE
2265,45,3771,Ethan Foley,CAMP STAGE
2265,45,3771,Ethan Foley,CAMP STAGE
2265,5669,3771,Kurt Hardwick,CAMP STAGE
2265,45,3771,Ethan Foley,CAMP STAGE
2265,5669,3771,Kurt Hardwick,CAMP STAGE
2265,45,3771,Ethan Foley,CAMP STAGE
2265,5669,3771,Kurt Hardwick,CAMP STAGE
2265,5671,3772,Flynn,EXPRESSIONS- WOODED CLEARING
2265,5669,3772,Kurt Hardwick,EXPRESSIONS- WOODED CLEARING
2265,45,3772,Ethan Foley,EXPRESSIONS- WOODED CLEARING
2265,39,3772,Kids,EXPRESSIONS- WOODED CLEARING
2265,5669,3772,Kurt Hardwick,EXPRESSIONS- WOODED CLEARING
2265,45,3772,Ethan Foley,EXPRESSIONS- WOODED CLEARING
2265,5669,3772,Kurt Hardwick,EXPRESSIONS- WOODED CLEARING
2265,45,3772,Ethan Foley,EXPRESSIONS- WOODED CLEARING
2265,5669,3772,Kurt Hardwick,EXPRESSIONS- WOODED CLEARING
2265,45,3772,Ethan Foley,EXPRESSIONS- WOODED CLEARING
2265,5669,3772,Kurt Hardwick,EXPRESSIONS- WOODED CLEARING
2265,45,3772,Ethan Foley,EXPRESSIONS- WOODED CLEARING
2265,5669,3772,Kurt Hardwick,EXPRESSIONS- WOODED CLEARING
2265,5669,3772,Kurt Hardwick,EXPRESSIONS- WOODED CLEARING
2265,5669,3772,Kurt Hardwick,EXPRESSIONS- WOODED CLEARING
2265,45,3772,Ethan Foley,EXPRESSIONS- WOODED CLEARING
2265,5669,3772,Kurt Hardwick,EXPRESSIONS- WOODED CLEARING
2265,9,3772,Lisa Simpson,EXPRESSIONS- WOODED CLEARING
2265,5669,3772,Kurt Hardwick,EXPRESSIONS- WOODED CLEARING
2265,5669,3772,Kurt Hardwick,EXPRESSIONS- WOODED CLEARING
2265,2543,3772,Cow,EXPRESSIONS- WOODED CLEARING
2265,45,3772,Ethan Foley,EXPRESSIONS- WOODED CLEARING
2265,5669,3772,Kurt Hardwick,EXPRESSIONS- WOODED CLEARING
2265,3098,3772,Dr. Stephen Hawking,EXPRESSIONS- WOODED CLEARING
2265,3098,3772,Dr. Stephen Hawking,EXPRESSIONS- WOODED CLEARING
2265,9,3772,Lisa Simpson,EXPRESSIONS- WOODED CLEARING
2265,45,3772,Ethan Foley,EXPRESSIONS- WOODED CLEARING
2265,45,3772,Ethan Foley,EXPRESSIONS- WOODED CLEARING
2265,3098,3772,Dr. Stephen Hawking,EXPRESSIONS- WOODED CLEARING
2265,2543,3772,Cow,EXPRESSIONS- WOODED CLEARING
2265,5669,3772,Kurt Hardwick,EXPRESSIONS- WOODED CLEARING
2265,5669,3772,Kurt Hardwick,EXPRESSIONS- WOODED CLEARING
2265,139,3774,Krusty the Clown,INTERNATIONAL COURT OF JUSTICE
2265,5672,3774,Chief Magistrate,INTERNATIONAL COURT OF JUSTICE
2265,139,3774,Krusty the Clown,INTERNATIONAL COURT OF JUSTICE
2265,139,3774,Krusty the Clown,INTERNATIONAL COURT OF JUSTICE
2265,5672,3774,Chief Magistrate,INTERNATIONAL COURT OF JUSTICE
2265,5672,3774,Chief Magistrate,INTERNATIONAL COURT OF JUSTICE
2265,139,3774,Krusty the Clown,INTERNATIONAL COURT OF JUSTICE
2265,5672,3774,Chief Magistrate,INTERNATIONAL COURT OF JUSTICE
2265,139,3774,Krusty the Clown,INTERNATIONAL COURT OF JUSTICE
2265,5673,3775,Aiesha,EXPRESSIONS- GREAT LAWN
2265,5674,3775,SARAH,EXPRESSIONS- GREAT LAWN
2265,9,3775,Lisa Simpson,EXPRESSIONS- GREAT LAWN
2265,1,3775,Marge Simpson,EXPRESSIONS- GREAT LAWN
2265,9,3775,Lisa Simpson,EXPRESSIONS- GREAT LAWN
2265,9,3775,Lisa Simpson,EXPRESSIONS- GREAT LAWN
2265,9,3775,Lisa Simpson,EXPRESSIONS- GREAT LAWN
2265,9,3775,Lisa Simpson,EXPRESSIONS- GREAT LAWN
2265,144,71,Jimbo Jones,School Bus
2265,9,3775,Lisa Simpson,EXPRESSIONS- GREAT LAWN
2265,9,3775,Lisa Simpson,EXPRESSIONS- GREAT LAWN
2265,1,3775,Marge Simpson,EXPRESSIONS- GREAT LAWN
2265,9,3775,Lisa Simpson,EXPRESSIONS- GREAT LAWN
2265,9,3775,Lisa Simpson,EXPRESSIONS- GREAT LAWN
2265,5674,3775,SARAH,EXPRESSIONS- GREAT LAWN
2265,5669,3776,Kurt Hardwick,EXPRESSIONS
2265,1,3776,Marge Simpson,EXPRESSIONS
2265,5675,3776,Fat Kids,EXPRESSIONS
2265,9,102,Lisa Simpson,Marge's Car
2265,1,102,Marge Simpson,Marge's Car
2265,9,102,Lisa Simpson,Marge's Car
2265,1,102,Marge Simpson,Marge's Car
2265,3995,102,Roofi,Marge's Car
2265,1,102,Marge Simpson,Marge's Car
2265,3995,102,Roofi,Marge's Car
2265,3995,102,Roofi,Marge's Car
2265,9,102,Lisa Simpson,Marge's Car
2265,9,102,Lisa Simpson,Marge's Car
2265,3995,102,Roofi,Marge's Car
2265,52,71,Otto Mann,School Bus
2265,9,71,Lisa Simpson,School Bus
2265,52,71,Otto Mann,School Bus
2265,9,71,Lisa Simpson,School Bus
2265,144,71,Jimbo Jones,School Bus
2265,145,71,Kearney Zzyzwicz,School Bus
2265,9,71,Lisa Simpson,School Bus
2265,145,71,Kearney Zzyzwicz,School Bus
2265,6,3,Dewey Largo,Springfield Elementary School
2265,9,3,Lisa Simpson,Springfield Elementary School
2265,6,3,Dewey Largo,Springfield Elementary School
2265,9,3,Lisa Simpson,Springfield Elementary School
2265,6,3,Dewey Largo,Springfield Elementary School
2265,8,420,Bart Simpson,Hotel
2265,8,420,Bart Simpson,Hotel
2265,5676,420,E-Z Reader,Hotel
2265,139,420,Krusty the Clown,Hotel
2265,139,420,Krusty the Clown,Hotel
2265,31,5,Grampa Simpson,Simpson Home
2265,1,5,Marge Simpson,Simpson Home
2265,9,5,Lisa Simpson,Simpson Home
2265,31,5,Grampa Simpson,Simpson Home
2265,9,5,Lisa Simpson,Simpson Home
2265,31,5,Grampa Simpson,Simpson Home
2265,9,5,Lisa Simpson,Simpson Home
2265,31,5,Grampa Simpson,Simpson Home
2265,9,5,Lisa Simpson,Simpson Home
2265,9,5,Lisa Simpson,Simpson Home
2265,45,3778,Ethan Foley,Run-down Apartment Building
2265,9,3778,Lisa Simpson,Run-down Apartment Building
2265,45,3778,Ethan Foley,Run-down Apartment Building
2265,9,3778,Lisa Simpson,Run-down Apartment Building
2265,45,3778,Ethan Foley,Run-down Apartment Building
2265,45,3778,Ethan Foley,Run-down Apartment Building
2265,5669,3778,Kurt Hardwick,Run-down Apartment Building
2265,45,3778,Ethan Foley,Run-down Apartment Building
2265,9,3778,Lisa Simpson,Run-down Apartment Building
2265,5669,3778,Kurt Hardwick,Run-down Apartment Building
2265,45,3778,Ethan Foley,Run-down Apartment Building
2265,5669,3778,Kurt Hardwick,Run-down Apartment Building
2265,45,3778,Ethan Foley,Run-down Apartment Building
2265,9,3778,Lisa Simpson,Run-down Apartment Building
2265,45,3778,Ethan Foley,Run-down Apartment Building
2265,5669,3778,Kurt Hardwick,Run-down Apartment Building
2265,5669,3778,Kurt Hardwick,Run-down Apartment Building
2265,45,3778,Ethan Foley,Run-down Apartment Building
2265,5669,3778,Kurt Hardwick,Run-down Apartment Building
2265,5677,3778,Schoolboy,Run-down Apartment Building
2265,139,3778,Krusty the Clown,Run-down Apartment Building
2265,139,3778,Krusty the Clown,Run-down Apartment Building
2265,139,3778,Krusty the Clown,Run-down Apartment Building
2265,9,3778,Lisa Simpson,Run-down Apartment Building
2265,45,3778,Ethan Foley,Run-down Apartment Building
2265,45,3778,Ethan Foley,Run-down Apartment Building
2265,5669,3778,Kurt Hardwick,Run-down Apartment Building
2265,5672,3779,Chief Magistrate,The Hague
2265,139,3779,Krusty the Clown,The Hague
2265,139,3779,Krusty the Clown,The Hague
2265,5672,3779,Chief Magistrate,The Hague
2265,2,3779,Homer Simpson,The Hague
2265,8,3779,Bart Simpson,The Hague
2265,5672,3779,Chief Magistrate,The Hague
2265,2,3779,Homer Simpson,The Hague
2265,5672,3779,Chief Magistrate,The Hague
2265,2,3779,Homer Simpson,The Hague
2265,5672,3779,Chief Magistrate,The Hague
2265,5678,3779,Belgian Bailiff,The Hague
2265,5679,194,Bailiff's Brother,Courtroom
2265,139,194,Krusty the Clown,Courtroom
2265,5680,194,Afrikaner Promoter,Courtroom
2265,139,194,Krusty the Clown,Courtroom
2265,139,194,Krusty the Clown,Courtroom
2265,8,194,Bart Simpson,Courtroom
2265,5672,194,Chief Magistrate,Courtroom
2265,139,194,Krusty the Clown,Courtroom
2265,5672,194,Chief Magistrate,Courtroom
2265,139,194,Krusty the Clown,Courtroom
2265,5672,194,Chief Magistrate,Courtroom
2265,139,194,Krusty the Clown,Courtroom
2265,45,3780,Ethan Foley,Nearly-empty Coffee House
2265,45,3780,Ethan Foley,Nearly-empty Coffee House
2265,5669,3780,Kurt Hardwick,Nearly-empty Coffee House
2265,9,3780,Lisa Simpson,Nearly-empty Coffee House
2265,45,3780,Ethan Foley,Nearly-empty Coffee House
2265,1,3780,Marge Simpson,Nearly-empty Coffee House
2265,9,3780,Lisa Simpson,Nearly-empty Coffee House
2265,17,3780,Moe Szyslak,Nearly-empty Coffee House
2265,9,3781,Lisa Simpson,Ethan and Kurt's Apartment
2265,45,3781,Ethan Foley,Ethan and Kurt's Apartment
2265,5669,3781,Kurt Hardwick,Ethan and Kurt's Apartment
2265,1,3781,Marge Simpson,Ethan and Kurt's Apartment
2265,5669,3781,Kurt Hardwick,Ethan and Kurt's Apartment
2265,5669,3781,Kurt Hardwick,Ethan and Kurt's Apartment
2265,45,3781,Ethan Foley,Ethan and Kurt's Apartment
2265,1,3781,Marge Simpson,Ethan and Kurt's Apartment
2265,9,3781,Lisa Simpson,Ethan and Kurt's Apartment
2265,45,3781,Ethan Foley,Ethan and Kurt's Apartment
2265,5669,3781,Kurt Hardwick,Ethan and Kurt's Apartment
2265,45,3781,Ethan Foley,Ethan and Kurt's Apartment
2265,45,3781,Ethan Foley,Ethan and Kurt's Apartment
2265,5669,3781,Kurt Hardwick,Ethan and Kurt's Apartment
2265,45,3781,Ethan Foley,Ethan and Kurt's Apartment
2265,45,3781,Ethan Foley,Ethan and Kurt's Apartment
2265,5669,3781,Kurt Hardwick,Ethan and Kurt's Apartment
2265,45,3781,Ethan Foley,Ethan and Kurt's Apartment
2265,5669,3781,Kurt Hardwick,Ethan and Kurt's Apartment
2265,5669,3781,Kurt Hardwick,Ethan and Kurt's Apartment
2265,5669,3781,Kurt Hardwick,Ethan and Kurt's Apartment
2265,45,3781,Ethan Foley,Ethan and Kurt's Apartment
2265,5669,3781,Kurt Hardwick,Ethan and Kurt's Apartment
2265,9,3781,Lisa Simpson,Ethan and Kurt's Apartment
2265,5669,3781,Kurt Hardwick,Ethan and Kurt's Apartment
2265,2543,3781,Cow,Ethan and Kurt's Apartment
2265,9,3781,Lisa Simpson,Ethan and Kurt's Apartment
2265,45,3781,Ethan Foley,Ethan and Kurt's Apartment
2265,5669,3781,Kurt Hardwick,Ethan and Kurt's Apartment
2266,8,79,Bart Simpson,Springfield Retirement Castle
2266,1,79,Marge Simpson,Springfield Retirement Castle
2266,2,79,Homer Simpson,Springfield Retirement Castle
2266,8,79,Bart Simpson,Springfield Retirement Castle
2266,1,79,Marge Simpson,Springfield Retirement Castle
2266,31,79,Grampa Simpson,Springfield Retirement Castle
2266,31,79,Grampa Simpson,Springfield Retirement Castle
2266,1,79,Marge Simpson,Springfield Retirement Castle
2266,1,79,Marge Simpson,Springfield Retirement Castle
2266,31,79,Grampa Simpson,Springfield Retirement Castle
2266,9,79,Lisa Simpson,Springfield Retirement Castle
2266,31,79,Grampa Simpson,Springfield Retirement Castle
2266,2,79,Homer Simpson,Springfield Retirement Castle
2266,8,79,Bart Simpson,Springfield Retirement Castle
2266,31,79,Grampa Simpson,Springfield Retirement Castle
2266,31,79,Grampa Simpson,Springfield Retirement Castle
2266,31,79,Grampa Simpson,Springfield Retirement Castle
2266,2,1880,Homer Simpson,Costington's
2266,1,1880,Marge Simpson,Costington's
2266,8,1880,Bart Simpson,Costington's
2266,2369,1880,Gil Gunderson,Costington's
2266,101,1436,Nelson Muntz,NELSON'S HOUSE
2266,1,1880,Marge Simpson,Costington's
2266,1,1880,Marge Simpson,Costington's
2266,1,1880,Marge Simpson,Costington's
2266,1,1880,Marge Simpson,Costington's
2266,1,1880,Marge Simpson,Costington's
2266,309,1880,Helen Lovejoy,Costington's
2266,1,1880,Marge Simpson,Costington's
2266,309,1880,Helen Lovejoy,Costington's
2266,1,1880,Marge Simpson,Costington's
2266,115,1880,Cashier,Costington's
2266,1,1880,Marge Simpson,Costington's
2266,2089,1880,Bernice Hibbert,Costington's
2266,5681,1880,BERNICE/HELEN,Costington's
2266,3853,1880,Julio,Costington's
2266,1,1880,Marge Simpson,Costington's
2266,3853,1880,Julio,Costington's
2266,3853,1880,Julio,Costington's
2266,3853,1880,Julio,Costington's
2266,2,5,Homer Simpson,Simpson Home
2266,1,5,Marge Simpson,Simpson Home
2266,2,5,Homer Simpson,Simpson Home
2266,1,5,Marge Simpson,Simpson Home
2266,2,5,Homer Simpson,Simpson Home
2266,5682,3782,Maitre D'ess,FANCY NIGHTCLUB
2266,1,3782,Marge Simpson,FANCY NIGHTCLUB
2266,139,3782,Krusty the Clown,FANCY NIGHTCLUB
2266,5682,3782,Maitre D'ess,FANCY NIGHTCLUB
2266,5682,3782,Maitre D'ess,FANCY NIGHTCLUB
2266,2,3782,Homer Simpson,FANCY NIGHTCLUB
2266,71,3782,Chief Wiggum,FANCY NIGHTCLUB
2266,9,5,Lisa Simpson,Simpson Home
2266,9,5,Lisa Simpson,Simpson Home
2266,33,3783,Announcer,"LARGE, PILLARED, IMPOSING-LOOKING BANK"
2266,5683,411,Fat Banker,Bank
2266,4429,411,Goat,Bank
2266,4429,411,Goat,Bank
2266,4429,411,Goat,Bank
2266,4429,411,Goat,Bank
2266,2,3784,Homer Simpson,Asia de Cuba de Springfield
2266,1,3784,Marge Simpson,Asia de Cuba de Springfield
2266,2,3784,Homer Simpson,Asia de Cuba de Springfield
2266,71,3784,Chief Wiggum,Asia de Cuba de Springfield
2266,71,3784,Chief Wiggum,Asia de Cuba de Springfield
2266,91,3784,Lou,Asia de Cuba de Springfield
2266,71,3784,Chief Wiggum,Asia de Cuba de Springfield
2266,91,3784,Lou,Asia de Cuba de Springfield
2266,1,3784,Marge Simpson,Asia de Cuba de Springfield
2266,1,3784,Marge Simpson,Asia de Cuba de Springfield
2266,1,3784,Marge Simpson,Asia de Cuba de Springfield
2266,1,3784,Marge Simpson,Asia de Cuba de Springfield
2266,416,3784,Attendant,Asia de Cuba de Springfield
2266,1,3784,Marge Simpson,Asia de Cuba de Springfield
2266,1,3784,Marge Simpson,Asia de Cuba de Springfield
2266,2,3784,Homer Simpson,Asia de Cuba de Springfield
2266,2,3784,Homer Simpson,Asia de Cuba de Springfield
2266,101,3431,Nelson Muntz,Nelson's Trailer
2266,71,3784,Chief Wiggum,Asia de Cuba de Springfield
2266,91,3784,Lou,Asia de Cuba de Springfield
2266,91,3784,Lou,Asia de Cuba de Springfield
2266,71,3784,Chief Wiggum,Asia de Cuba de Springfield
2266,9,5,Lisa Simpson,Simpson Home
2266,5684,5,Muhammad Yunus,Simpson Home
2266,5684,5,Muhammad Yunus,Simpson Home
2266,9,5,Lisa Simpson,Simpson Home
2266,5684,5,Muhammad Yunus,Simpson Home
2266,9,5,Lisa Simpson,Simpson Home
2266,5684,5,Muhammad Yunus,Simpson Home
2266,9,5,Lisa Simpson,Simpson Home
2266,5684,5,Muhammad Yunus,Simpson Home
2266,9,5,Lisa Simpson,Simpson Home
2266,101,5,Nelson Muntz,Simpson Home
2266,9,5,Lisa Simpson,Simpson Home
2266,101,5,Nelson Muntz,Simpson Home
2266,2660,5,Mrs. Muntz,Simpson Home
2266,101,5,Nelson Muntz,Simpson Home
2266,9,5,Lisa Simpson,Simpson Home
2266,2660,5,Mrs. Muntz,Simpson Home
2266,9,3431,Lisa Simpson,Nelson's Trailer
2266,101,3431,Nelson Muntz,Nelson's Trailer
2266,9,3431,Lisa Simpson,Nelson's Trailer
2266,38,3431,Martin Prince,Nelson's Trailer
2266,9,3431,Lisa Simpson,Nelson's Trailer
2266,101,3431,Nelson Muntz,Nelson's Trailer
2267,8,3787,Bart Simpson,ISOTOTS STADIUM
2266,101,3431,Nelson Muntz,Nelson's Trailer
2266,38,3431,Martin Prince,Nelson's Trailer
2266,101,3431,Nelson Muntz,Nelson's Trailer
2266,1,1880,Marge Simpson,Costington's
2266,1,1880,Marge Simpson,Costington's
2266,2,1880,Homer Simpson,Costington's
2266,115,1880,Cashier,Costington's
2266,2,1880,Homer Simpson,Costington's
2266,1,1880,Marge Simpson,Costington's
2266,2,1880,Homer Simpson,Costington's
2266,2,1880,Homer Simpson,Costington's
2266,2,1880,Homer Simpson,Costington's
2266,1,1880,Marge Simpson,Costington's
2266,2,1880,Homer Simpson,Costington's
2266,1,1880,Marge Simpson,Costington's
2266,9,5,Lisa Simpson,Simpson Home
2266,101,5,Nelson Muntz,Simpson Home
2266,101,5,Nelson Muntz,Simpson Home
2266,25,5,Milhouse Van Houten,Simpson Home
2266,25,5,Milhouse Van Houten,Simpson Home
2266,101,5,Nelson Muntz,Simpson Home
2266,101,541,Nelson Muntz,The Gilded Truffle Restaurant
2266,2660,541,Mrs. Muntz,The Gilded Truffle Restaurant
2266,2660,541,Mrs. Muntz,The Gilded Truffle Restaurant
2266,101,541,Nelson Muntz,The Gilded Truffle Restaurant
2266,2,5,Homer Simpson,Simpson Home
2266,170,5,Carl Carlson,Simpson Home
2266,165,5,Lenny Leonard,Simpson Home
2266,2,5,Homer Simpson,Simpson Home
2266,165,5,Lenny Leonard,Simpson Home
2266,2,5,Homer Simpson,Simpson Home
2266,2,5,Homer Simpson,Simpson Home
2266,9,3785,Lisa Simpson,NELSON'S BIKE SHOP
2266,101,3785,Nelson Muntz,NELSON'S BIKE SHOP
2266,9,3785,Lisa Simpson,NELSON'S BIKE SHOP
2266,101,3785,Nelson Muntz,NELSON'S BIKE SHOP
2266,9,3785,Lisa Simpson,NELSON'S BIKE SHOP
2266,146,3785,DOLPH,NELSON'S BIKE SHOP
2266,101,3785,Nelson Muntz,NELSON'S BIKE SHOP
2266,9,3785,Lisa Simpson,NELSON'S BIKE SHOP
2266,101,3785,Nelson Muntz,NELSON'S BIKE SHOP
2266,9,3785,Lisa Simpson,NELSON'S BIKE SHOP
2266,101,3785,Nelson Muntz,NELSON'S BIKE SHOP
2266,101,3785,Nelson Muntz,NELSON'S BIKE SHOP
2266,9,28,Lisa Simpson,Skinner's Office
2266,3,28,Seymour Skinner,Skinner's Office
2266,9,28,Lisa Simpson,Skinner's Office
2266,3,28,Seymour Skinner,Skinner's Office
2266,3,28,Seymour Skinner,Skinner's Office
2266,9,28,Lisa Simpson,Skinner's Office
2266,3,28,Seymour Skinner,Skinner's Office
2266,1078,28,Gary Chalmers,Skinner's Office
2266,1078,28,Gary Chalmers,Skinner's Office
2266,3,28,Seymour Skinner,Skinner's Office
2266,1078,28,Gary Chalmers,Skinner's Office
2266,2,1880,Homer Simpson,Costington's
2266,115,1880,Cashier,Costington's
2266,2,1880,Homer Simpson,Costington's
2266,115,1880,Cashier,Costington's
2266,5685,1880,Chris Hansen,Costington's
2266,2,1880,Homer Simpson,Costington's
2266,5685,1880,Chris Hansen,Costington's
2266,2,1880,Homer Simpson,Costington's
2266,5685,1880,Chris Hansen,Costington's
2266,2,1880,Homer Simpson,Costington's
2266,2,1880,Homer Simpson,Costington's
2266,2,1880,Homer Simpson,Costington's
2266,2,1880,Homer Simpson,Costington's
2266,101,387,Nelson Muntz,Springfield Convention Center
2266,9,387,Lisa Simpson,Springfield Convention Center
2266,9,387,Lisa Simpson,Springfield Convention Center
2266,101,387,Nelson Muntz,Springfield Convention Center
2266,101,1436,Nelson Muntz,NELSON'S HOUSE
2266,5686,387,Mark Zuckerberg,Springfield Convention Center
2266,9,387,Lisa Simpson,Springfield Convention Center
2266,5686,387,Mark Zuckerberg,Springfield Convention Center
2266,9,387,Lisa Simpson,Springfield Convention Center
2266,101,387,Nelson Muntz,Springfield Convention Center
2266,5686,387,Mark Zuckerberg,Springfield Convention Center
2266,9,387,Lisa Simpson,Springfield Convention Center
2266,5686,387,Mark Zuckerberg,Springfield Convention Center
2266,5686,387,Mark Zuckerberg,Springfield Convention Center
2266,9,387,Lisa Simpson,Springfield Convention Center
2266,311,387,Man,Springfield Convention Center
2266,9,387,Lisa Simpson,Springfield Convention Center
2266,2486,387,Janitor,Springfield Convention Center
2266,31,59,Grampa Simpson,Simpson Dining Room
2266,1,59,Marge Simpson,Simpson Dining Room
2266,31,59,Grampa Simpson,Simpson Dining Room
2266,9,59,Lisa Simpson,Simpson Dining Room
2266,31,59,Grampa Simpson,Simpson Dining Room
2266,9,1436,Lisa Simpson,NELSON'S HOUSE
2266,101,1436,Nelson Muntz,NELSON'S HOUSE
2266,6,1436,Dewey Largo,NELSON'S HOUSE
2266,101,1436,Nelson Muntz,NELSON'S HOUSE
2266,6,1436,Dewey Largo,NELSON'S HOUSE
2266,119,1436,Ralph Wiggum,NELSON'S HOUSE
2266,3,1436,Seymour Skinner,NELSON'S HOUSE
2266,3,1436,Seymour Skinner,NELSON'S HOUSE
2266,101,1436,Nelson Muntz,NELSON'S HOUSE
2266,3,1436,Seymour Skinner,NELSON'S HOUSE
2266,101,1436,Nelson Muntz,NELSON'S HOUSE
2266,3,1436,Seymour Skinner,NELSON'S HOUSE
2266,101,1436,Nelson Muntz,NELSON'S HOUSE
2266,9,1436,Lisa Simpson,NELSON'S HOUSE
2266,101,1436,Nelson Muntz,NELSON'S HOUSE
2266,25,1436,Milhouse Van Houten,NELSON'S HOUSE
2266,101,1436,Nelson Muntz,NELSON'S HOUSE
2266,3,1436,Seymour Skinner,NELSON'S HOUSE
2266,3,1436,Seymour Skinner,NELSON'S HOUSE
2266,145,1436,Kearney Zzyzwicz,NELSON'S HOUSE
2266,101,1436,Nelson Muntz,NELSON'S HOUSE
2266,3,1436,Seymour Skinner,NELSON'S HOUSE
2266,101,1436,Nelson Muntz,NELSON'S HOUSE
2266,9,3786,Lisa Simpson,ROLLER RINK
2266,101,3786,Nelson Muntz,ROLLER RINK
2266,9,3786,Lisa Simpson,ROLLER RINK
2266,101,3786,Nelson Muntz,ROLLER RINK
2266,101,3786,Nelson Muntz,ROLLER RINK
2266,9,3786,Lisa Simpson,ROLLER RINK
2266,101,3786,Nelson Muntz,ROLLER RINK
2266,9,3786,Lisa Simpson,ROLLER RINK
2266,5686,3786,Mark Zuckerberg,ROLLER RINK
2266,101,3786,Nelson Muntz,ROLLER RINK
